channel,channel_id,video_id,title,published_at_utc,public_view_count,retrieved_at_utc,canonical_url,source
한달살러 신디와쏭 Shindywassong,UC1E2DOD7f4E-bfKGUr1r2jQ,HqRnmw286-c,"🇹🇷 역사상 가장 저렴한 터키 현상황 / 여행 & 한 달 살기 그냥 지금 오세요!! / 아이폰, 갤럭시는 얼마? / 스타벅스 커피 한 잔 700원! [번외4] [놀람 주의]",2021-12-17T23:27:45Z,196138,2026-08-28T21:06:41Z,https://www.youtube.com/watch?v=HqRnmw286-c,"YouTube Data API search.list(order=viewCount,channelId)->videos.list(snippet,statistics)"
한달살러 신디와쏭 Shindywassong,UC1E2DOD7f4E-bfKGUr1r2jQ,hs2YQlZL6F0,🇰🇷 조기은퇴 후 세계여행을 하고 와보니 벼락거지가 되어버린 건에 대하여.. 거대냥이들과 함께 시작하는 한국 생활 / 파이어족 부부 세계여행 [186] 대한민국 [2],2024-01-16T02:30:30Z,195547,2026-08-28T21:06:41Z,https://www.youtube.com/watch?v=hs2YQlZL6F0,"YouTube Data API search.list(order=viewCount,channelId)->videos.list(snippet,statistics)"
한달살러 신디와쏭 Shindywassong,UC1E2DOD7f4E-bfKGUr1r2jQ,fG7RklTZJ7w,🔥파이어족[9] / 예적금 이자 최대로 받는 선납이연 수확의 날! 선납이연으로 파이어하는 방법 시작부터 끝까지 싹 다 보여드림 / 선납이연 가능한 적금 찾는 법 [번외24],2024-04-28T02:00:12Z,192166,2026-08-28T21:06:41Z,https://www.youtube.com/watch?v=fG7RklTZJ7w,"YouTube Data API search.list(order=viewCount,channelId)->videos.list(snippet,statistics)"
한달살러 신디와쏭 Shindywassong,UC1E2DOD7f4E-bfKGUr1r2jQ,D6R3fH1DPvA,"🔥 파이어족[1] 30대에 은퇴 후 세계여행 중인 파이어족 부부, 우리는 왜 이런 삶을 살고 있을까? / 파이어족의 세계여행 [번외7] [가슴속 사표 주의]",2022-01-10T21:15:58Z,191032,2026-08-28T21:06:41Z,https://www.youtube.com/watch?v=D6R3fH1DPvA,"YouTube Data API search.list(order=viewCount,channelId)->videos.list(snippet,statistics)"
한달살러 신디와쏭 Shindywassong,UC1E2DOD7f4E-bfKGUr1r2jQ,SQyOaZ4LBxI,🇰🇷 세간살이 다 짊어지고 제주에 와서 년세로 집을 구해보자..! 하지만 내겐 너무 비싼 제주 / 파이어족 부부 세계여행 [187] 대한민국 [3],2024-01-24T02:00:09Z,187937,2026-08-28T21:06:41Z,https://www.youtube.com/watch?v=SQyOaZ4LBxI,"YouTube Data API search.list(order=viewCount,channelId)->videos.list(snippet,statistics)"
한달살러 신디와쏭 Shindywassong,UC1E2DOD7f4E-bfKGUr1r2jQ,vrNx451M3ZU,🇰🇷 28년의 직장생활을 마치고 제주도에 집을 지어 인생 2막을 시작한 구독자님으로부터 초대를 받았다 / 하도리 도틀왓 / 파이어족 부부 세계여행 [189] 대한민국 [5],2024-02-08T02:00:24Z,149879,2026-08-28T21:06:41Z,https://www.youtube.com/watch?v=vrNx451M3ZU,"YouTube Data API search.list(order=viewCount,channelId)->videos.list(snippet,statistics)"
한달살러 신디와쏭 Shindywassong,UC1E2DOD7f4E-bfKGUr1r2jQ,Ib-V3jZc-bo,🇪🇸 평생 살 곳을 찾아 9개월 째 세계여행 중인 파이어족 부부의 스페인 외딴 섬 살아보기 / 파이어족의 세계여행 [65] 스페인 [12],2022-03-07T01:12:59Z,143504,2026-08-28T21:06:41Z,https://www.youtube.com/watch?v=Ib-V3jZc-bo,"YouTube Data API search.list(order=viewCount,channelId)->videos.list(snippet,statistics)"
한달살러 신디와쏭 Shindywassong,UC1E2DOD7f4E-bfKGUr1r2jQ,yrmRUE3J4kA,"🇹🇷 진짜 말도 안되는 가격의 안탈리아 재래시장 물가, 전세계에서 젤 저렴함, 여긴 꼭 가야해!! / 파이어족의 세계여행 [50] 터키 [5]",2021-12-17T10:01:18Z,135335,2026-08-28T21:06:41Z,https://www.youtube.com/watch?v=yrmRUE3J4kA,"YouTube Data API search.list(order=viewCount,channelId)->videos.list(snippet,statistics)"
한달살러 신디와쏭 Shindywassong,UC1E2DOD7f4E-bfKGUr1r2jQ,-Q4YBc1iOso,🇰🇷 제주 살이 4년차 파이어 부부는 한 달에 얼마를 쓸까? / 2년 간 산 집을 공개합니다 / 파이어족 부부의 제주살이 [159] 대한민국 [15],2026-06-28T01:00:08Z,130435,2026-08-28T21:06:41Z,https://www.youtube.com/watch?v=-Q4YBc1iOso,"YouTube Data API search.list(order=viewCount,channelId)->videos.list(snippet,statistics)"
한달살러 신디와쏭 Shindywassong,UC1E2DOD7f4E-bfKGUr1r2jQ,PdwT0KZ8PVo,🇹🇷 안탈리아 만원 살기! 오랜만에 과소비 한 번 해봅니다 (지상 파라다이스 안탈리아) / 파이어족의 세계여행 [47] 터키 [2],2021-12-04T08:53:39Z,121009,2026-08-28T21:06:41Z,https://www.youtube.com/watch?v=PdwT0KZ8PVo,"YouTube Data API search.list(order=viewCount,channelId)->videos.list(snippet,statistics)"
한달살러 신디와쏭 Shindywassong,UC1E2DOD7f4E-bfKGUr1r2jQ,Vk6zXByHSSI,"🇰🇷 눈만 오면 세상과 단절되는 제주 산간에서 1년 살게되었다, 오늘부턴 일년살러 신디와쏭 :) / 파이어족 부부 세계여행 [188] 대한민국 [4]",2024-01-31T06:20:07Z,114833,2026-08-28T21:06:41Z,https://www.youtube.com/watch?v=Vk6zXByHSSI,"YouTube Data API search.list(order=viewCount,channelId)->videos.list(snippet,statistics)"
한달살러 신디와쏭 Shindywassong,UC1E2DOD7f4E-bfKGUr1r2jQ,b3kB-ILbTe4,"🇨🇿 정착할 곳을 찾아 떠돈지 1년 반, 맥주가 싸고 맛있고, 유럽에서 가장 아름다운 곳. 여기라면 평생 살 수 있을 것 같아 / 파이어족 부부의 세계여행 [124] 체코 [2]",2022-11-20T11:28:03Z,102443,2026-08-28T21:06:41Z,https://www.youtube.com/watch?v=b3kB-ILbTe4,"YouTube Data API search.list(order=viewCount,channelId)->videos.list(snippet,statistics)"
