channel,channel_id,video_id,title,published_at_utc,public_view_count,retrieved_at_utc,canonical_url,source,reason
한달살러 신디와쏭 Shindywassong,UC1E2DOD7f4E-bfKGUr1r2jQ,R6oH135L9_o,"🇹🇷 안탈리아 한 달 살기 시즌2, 한 달 동안 함께할 집을 소개합니다. 스세권 초 중심가 초대형 테라스 하우스가 이 가격!? / 파이어족의 세계여행 [99] 튀르키예 [19]",2022-07-21T09:10:27Z,21865,2026-08-28T21:06:41Z,https://www.youtube.com/watch?v=R6oH135L9_o,"YouTube Data API search.list(order=viewCount,channelId)->videos.list(snippet,statistics)",below_100000_or_missing_required_field
한달살러 신디와쏭 Shindywassong,UC1E2DOD7f4E-bfKGUr1r2jQ,WrONIkMkHkI,"🇹🇷 이즈미르에서 보낸 크리스마스, 이슬람 국가의 크리스마스는 어떤 분위기일까? / 파이어족의 세계여행 [57] 터키 [12]",2022-01-27T22:56:08Z,21753,2026-08-28T21:06:41Z,https://www.youtube.com/watch?v=WrONIkMkHkI,"YouTube Data API search.list(order=viewCount,channelId)->videos.list(snippet,statistics)",below_100000_or_missing_required_field
한달살러 신디와쏭 Shindywassong,UC1E2DOD7f4E-bfKGUr1r2jQ,jzU90d3WGCE,"🇮🇹 1년 반 째 유럽서 한 달 사는 부부의 마지막 한 달 살기 종착지, 유럽의 동남아 팔레르모에 왔다 / 파이어족 부부 세계여행 [141] 시칠리아 [10]",2023-03-23T08:04:16Z,21576,2026-08-28T21:06:41Z,https://www.youtube.com/watch?v=jzU90d3WGCE,"YouTube Data API search.list(order=viewCount,channelId)->videos.list(snippet,statistics)",below_100000_or_missing_required_field
한달살러 신디와쏭 Shindywassong,UC1E2DOD7f4E-bfKGUr1r2jQ,0hRM4HsuTqI,"🇬🇪 시그나기 가려다 실패한 김에 레알 조지아 로컬 음식 먹고, 엄청나게 큰 트빌리시 로컬 시장 탐험하기 / 삼고리 / 파이어족의 세계여행 [44] 조지아 [10]",2021-11-28T00:59:51Z,21559,2026-08-28T21:06:41Z,https://www.youtube.com/watch?v=0hRM4HsuTqI,"YouTube Data API search.list(order=viewCount,channelId)->videos.list(snippet,statistics)",below_100000_or_missing_required_field
한달살러 신디와쏭 Shindywassong,UC1E2DOD7f4E-bfKGUr1r2jQ,rSGUZ1o9a8w,🇮🇹 유럽서 물 좋기로 소문난 곳이 있다해서 찾아갔는데.. 여기에 살고싶다 / 해외살이 파이어족 일상 / 몬델로 / 파이어족 부부 세계여행 [144] 시칠리아 [13],2023-04-15T02:36:00Z,21005,2026-08-28T21:06:41Z,https://www.youtube.com/watch?v=rSGUZ1o9a8w,"YouTube Data API search.list(order=viewCount,channelId)->videos.list(snippet,statistics)",below_100000_or_missing_required_field
한달살러 신디와쏭 Shindywassong,UC1E2DOD7f4E-bfKGUr1r2jQ,KlY1KG-3jDY,🇵🇹 리스본 한 달 교통권 만들기 (Feat. 리스보아 비바카드) (한 달 살기) / 파이어족의 세계여행 [5] 포르투갈 [3],2021-07-21T23:13:34Z,20719,2026-08-28T21:06:41Z,https://www.youtube.com/watch?v=KlY1KG-3jDY,"YouTube Data API search.list(order=viewCount,channelId)->videos.list(snippet,statistics)",below_100000_or_missing_required_field
한달살러 신디와쏭 Shindywassong,UC1E2DOD7f4E-bfKGUr1r2jQ,H4cZEaIt3yc,"🇮🇩 요즘 핫한 발리의 짱구, 하지만 한 달 살기로는 추천하고싶지 않은 이유 / 파이어족 부부 세계여행 [180] 인도네시아 [10]",2023-11-26T01:00:07Z,19848,2026-08-28T21:06:41Z,https://www.youtube.com/watch?v=H4cZEaIt3yc,"YouTube Data API search.list(order=viewCount,channelId)->videos.list(snippet,statistics)",below_100000_or_missing_required_field
한달살러 신디와쏭 Shindywassong,UC1E2DOD7f4E-bfKGUr1r2jQ,NjMvemhjuP8,"🇮🇹 찐 이탈리아 느낌을 원할 때 가면 좋은 도시, 미식과 낭만의 도시 볼로냐 / 파이어족 부부의 세계여행 [150] 이탈리아 [5]",2025-08-10T01:00:23Z,19664,2026-08-28T21:06:41Z,https://www.youtube.com/watch?v=NjMvemhjuP8,"YouTube Data API search.list(order=viewCount,channelId)->videos.list(snippet,statistics)",below_100000_or_missing_required_field
한달살러 신디와쏭 Shindywassong,UC1E2DOD7f4E-bfKGUr1r2jQ,dhor_84hqmQ,"🇦🇹 크리스마스 극성수기의 비엔나 한달살기, 얼마나 들까? 비엔나 한 달 살기 점수 공개! / 파이어족의 세계여행 [210] 오스트리아 [9]",2025-01-12T01:30:18Z,19085,2026-08-28T21:06:41Z,https://www.youtube.com/watch?v=dhor_84hqmQ,"YouTube Data API search.list(order=viewCount,channelId)->videos.list(snippet,statistics)",below_100000_or_missing_required_field
한달살러 신디와쏭 Shindywassong,UC1E2DOD7f4E-bfKGUr1r2jQ,1uqw-STYw8k,🇵🇹 아름다움에 가려진 도시의 어두운 면.. 마약과 사건 사고로 얼룩진 리스본 / 파이어족의 세계여행 [13] 포르투갈 [11],2021-08-11T01:34:11Z,18894,2026-08-28T21:06:41Z,https://www.youtube.com/watch?v=1uqw-STYw8k,"YouTube Data API search.list(order=viewCount,channelId)->videos.list(snippet,statistics)",below_100000_or_missing_required_field
한달살러 신디와쏭 Shindywassong,UC1E2DOD7f4E-bfKGUr1r2jQ,Qfu_A5mwmFw,🇲🇦 킹크랩도 랍스터도 만원 아래인 에싸우이라에서 킹크랩 숯불에 구워 먹기 / 스파이더크랩 / 파이어족의 세계여행 [84] 모로코 [10],2022-05-28T09:23:16Z,18475,2026-08-28T21:06:41Z,https://www.youtube.com/watch?v=Qfu_A5mwmFw,"YouTube Data API search.list(order=viewCount,channelId)->videos.list(snippet,statistics)",below_100000_or_missing_required_field
한달살러 신디와쏭 Shindywassong,UC1E2DOD7f4E-bfKGUr1r2jQ,RbvPYN0LxGU,🇹🇭 카약타고 숭악헌 원숭이들이 넘쳐나는 해변가 탐험해보기 / 원숭이한테 덤비지 마세요 피봅니다 / 파이어족 부부 세계여행 [153] 태국 [7],2023-05-26T02:00:14Z,18271,2026-08-28T21:06:41Z,https://www.youtube.com/watch?v=RbvPYN0LxGU,"YouTube Data API search.list(order=viewCount,channelId)->videos.list(snippet,statistics)",below_100000_or_missing_required_field
한달살러 신디와쏭 Shindywassong,UC1E2DOD7f4E-bfKGUr1r2jQ,4qUuCiBYF8s,가장 추운 날 따땃한 이불속에서 함께 추위를 견뎌요 / 제주도 생존신고 라이브,2023-11-25T14:05:50Z,17646,2026-08-28T21:06:41Z,https://www.youtube.com/watch?v=4qUuCiBYF8s,"YouTube Data API search.list(order=viewCount,channelId)->videos.list(snippet,statistics)",below_100000_or_missing_required_field
한달살러 신디와쏭 Shindywassong,UC1E2DOD7f4E-bfKGUr1r2jQ,hoQYJZ8BVSk,🇬🇪 본격적인 쥬타 트레킹! 여기가 진짜 가성비 스위스구나 / 카즈베기 / 파이어족의 세계여행 [39] 조지아 [5],2021-11-10T11:10:42Z,17359,2026-08-28T21:06:41Z,https://www.youtube.com/watch?v=hoQYJZ8BVSk,"YouTube Data API search.list(order=viewCount,channelId)->videos.list(snippet,statistics)",below_100000_or_missing_required_field
한달살러 신디와쏭 Shindywassong,UC1E2DOD7f4E-bfKGUr1r2jQ,GiKE1yyRSUk,대망의 신디와쏭 첫 라이브,2022-05-29T13:28:53Z,16510,2026-08-28T21:06:41Z,https://www.youtube.com/watch?v=GiKE1yyRSUk,"YouTube Data API search.list(order=viewCount,channelId)->videos.list(snippet,statistics)",below_100000_or_missing_required_field
한달살러 신디와쏭 Shindywassong,UC1E2DOD7f4E-bfKGUr1r2jQ,WY5wXb3iHds,"🇵🇹 겨울에는 세계에서 가장 큰 파도가 있는 곳 나자레(Nazaré), 여름엔 평화로움 / 파이어족의 세계여행 [15] 포르투갈 [13]",2021-08-19T10:51:26Z,15672,2026-08-28T21:06:41Z,https://www.youtube.com/watch?v=WY5wXb3iHds,"YouTube Data API search.list(order=viewCount,channelId)->videos.list(snippet,statistics)",below_100000_or_missing_required_field
한달살러 신디와쏭 Shindywassong,UC1E2DOD7f4E-bfKGUr1r2jQ,R28zu8yq4KY,"🇫🇷 프랑스 스트라스부르(Strasbourg)에서 독일로 걸어서 국경 넘어보기 (No PCR, No EUDCC) / 파이어족의 세계여행 [26] 프랑스 [2]",2021-10-03T22:00:18Z,15109,2026-08-28T21:06:41Z,https://www.youtube.com/watch?v=R28zu8yq4KY,"YouTube Data API search.list(order=viewCount,channelId)->videos.list(snippet,statistics)",below_100000_or_missing_required_field
한달살러 신디와쏭 Shindywassong,UC1E2DOD7f4E-bfKGUr1r2jQ,0OeTkw_cyiA,🇮🇩 발리 최고의 일출을 찾아 새벽부터 모터바이크를 타고 구름 위에 만들어진 마을 찾아가보기 / 파이어족 부부 세계여행 [177] 인도네시아 [7],2023-11-05T01:15:00Z,14951,2026-08-28T21:06:41Z,https://www.youtube.com/watch?v=0OeTkw_cyiA,"YouTube Data API search.list(order=viewCount,channelId)->videos.list(snippet,statistics)",below_100000_or_missing_required_field
한달살러 신디와쏭 Shindywassong,UC1E2DOD7f4E-bfKGUr1r2jQ,-jUjHBnEtwQ,🇻🇳 베트남 여행 전 알고가면 아는척 하기 좋은 한국인들은 잘 모르는 한국을 닮은 베트남에 관하여 / 파이어족 부부 세계여행 [167] 베트남 [3],2023-09-03T01:00:00Z,14666,2026-08-28T21:06:41Z,https://www.youtube.com/watch?v=-jUjHBnEtwQ,"YouTube Data API search.list(order=viewCount,channelId)->videos.list(snippet,statistics)",below_100000_or_missing_required_field
한달살러 신디와쏭 Shindywassong,UC1E2DOD7f4E-bfKGUr1r2jQ,jvV5T-mg5Gc,🇻🇳 베트남인은 다 똑같다? 생각보다 매~우 복잡한 베트남의 역사와 사회 / 냐짱 여행 노로바이러스 엔딩 ㅠㅠ / 파이어족 부부 세계여행 [168] 베트남 [4],2023-09-09T01:00:19Z,14247,2026-08-28T21:06:41Z,https://www.youtube.com/watch?v=jvV5T-mg5Gc,"YouTube Data API search.list(order=viewCount,channelId)->videos.list(snippet,statistics)",below_100000_or_missing_required_field
한달살러 신디와쏭 Shindywassong,UC1E2DOD7f4E-bfKGUr1r2jQ,BnoSzsxyp5U,🇬🇪 이 시국에 조지아 입국하기! 진짜 스위스에서 가성비 스위스로 / 파이어족의 세계여행 [35] 조지아 [1],2021-11-01T12:51:01Z,14241,2026-08-28T21:06:41Z,https://www.youtube.com/watch?v=BnoSzsxyp5U,"YouTube Data API search.list(order=viewCount,channelId)->videos.list(snippet,statistics)",below_100000_or_missing_required_field
한달살러 신디와쏭 Shindywassong,UC1E2DOD7f4E-bfKGUr1r2jQ,t49EjCvBdvE,🇹🇷 안탈리아에서 길냥이들과 함께 살아가기 / 터키 동물병원 가보기 / 냥탈리아 냥팸 소개 [번외6] [심쿵 주의],2022-01-07T22:51:25Z,11982,2026-08-28T21:06:41Z,https://www.youtube.com/watch?v=t49EjCvBdvE,"YouTube Data API search.list(order=viewCount,channelId)->videos.list(snippet,statistics)",below_100000_or_missing_required_field
한달살러 신디와쏭 Shindywassong,UC1E2DOD7f4E-bfKGUr1r2jQ,ZM_V4ljt24w,🇲🇰 [4K l 60fps] Just walking in Ohrid old town (North Marcedonia),2022-09-06T20:55:09Z,11679,2026-08-28T21:06:41Z,https://www.youtube.com/watch?v=ZM_V4ljt24w,"YouTube Data API search.list(order=viewCount,channelId)->videos.list(snippet,statistics)",below_100000_or_missing_required_field
한달살러 신디와쏭 Shindywassong,UC1E2DOD7f4E-bfKGUr1r2jQ,UlWe6Tq0DBM,🇬🇪 주타(Juta) 트레킹 가는 날인데... 출발도 전에 지친다... 그래도 뷰는 미쳤음 / 카즈베기 / 파이어족의 세계여행 [38] 조지아 [4],2021-11-09T08:00:16Z,9248,2026-08-28T21:06:41Z,https://www.youtube.com/watch?v=UlWe6Tq0DBM,"YouTube Data API search.list(order=viewCount,channelId)->videos.list(snippet,statistics)",below_100000_or_missing_required_field
한달살러 신디와쏭 Shindywassong,UC1E2DOD7f4E-bfKGUr1r2jQ,AOZC8jACqAA,한달살러 신디와쏭 오스트리아 비엔나에서의 라이브 스트리밍 중,2024-11-13T14:21:32Z,7849,2026-08-28T21:06:41Z,https://www.youtube.com/watch?v=AOZC8jACqAA,"YouTube Data API search.list(order=viewCount,channelId)->videos.list(snippet,statistics)",below_100000_or_missing_required_field
한달살러 신디와쏭 Shindywassong,UC1E2DOD7f4E-bfKGUr1r2jQ,Uz5ydZi3vSU,"🇦🇹 [4K l 60fps] 비엔나, 세계 최고의 크리스마스 마켓 무편집 야간 산책. 카를스플라츠 부터 슈테판스플라츠 까지 (Karlsplatz to Stephansplatz)",2024-11-21T01:30:16Z,7377,2026-08-28T21:06:41Z,https://www.youtube.com/watch?v=Uz5ydZi3vSU,"YouTube Data API search.list(order=viewCount,channelId)->videos.list(snippet,statistics)",below_100000_or_missing_required_field
한달살러 신디와쏭 Shindywassong,UC1E2DOD7f4E-bfKGUr1r2jQ,AUFm-FblnnI,"🇦🇹 [4K l 60fps] 유럽 겨울의 꽃, 크리스마스 마켓 중에서도 가장 아름다운 비엔나의 메인 크리스마스 마켓 안방에서 편히 구경하기",2024-12-01T01:30:07Z,6175,2026-08-28T21:06:41Z,https://www.youtube.com/watch?v=AUFm-FblnnI,"YouTube Data API search.list(order=viewCount,channelId)->videos.list(snippet,statistics)",below_100000_or_missing_required_field
