platform,title,channel,published_at,public_view_count,checked_at_utc,canonical_url,topic,primary_hook,inclusion_reason,verification_surface
YouTube,"신혼여행 중 ""어머니랑 살자"" 남편 한마디에 파혼 결심했다 / KNN",KNN NEWS,2025-09-10T06:30:33Z,671947,2026-08-27T10:28:06Z,https://www.youtube.com/watch?v=tRlwJplfTY4,신혼여행,F 관계의 마찰·합의,YouTube Data API videos.list에서 snippet.publishedAt과 statistics.viewCount가 동시에 확인됨,"YouTube Data API videos.list(part=snippet,statistics)"
YouTube,중국여행 처음인 사람 현실브이로그 #상하이#여행#브이로그#vlog,미로다요,2025-08-27T09:49:20Z,485663,2026-08-27T10:28:06Z,https://www.youtube.com/watch?v=c2sW2MT8ce0,여행 기록,E 기대 vs 실제 / 실수·수정,YouTube Data API videos.list에서 snippet.publishedAt과 statistics.viewCount가 동시에 확인됨,"YouTube Data API videos.list(part=snippet,statistics)"
YouTube,5인 가족의 4박 5일 해외여행 짐 싸기 2탄 ✈️ #packwithme,리채움,2025-06-21T06:17:56Z,2536795,2026-08-27T10:28:06Z,https://www.youtube.com/watch?v=Pdgt9LYoFnE,여행 준비/짐,C 숫자·기간·규모 대비,YouTube Data API videos.list에서 snippet.publishedAt과 statistics.viewCount가 동시에 확인됨,"YouTube Data API videos.list(part=snippet,statistics)"
YouTube,혼자 여행가서 둘이 여행온것처럼 사진찍는 방법 🗯️ #shorts,예난데요,2024-11-24T15:20:59Z,4890116,2026-08-27T10:28:06Z,https://www.youtube.com/watch?v=j69MJr0HL4g,여행 후기/장면,J 특정 상황의 실행 팁,YouTube Data API videos.list에서 snippet.publishedAt과 statistics.viewCount가 동시에 확인됨,"YouTube Data API videos.list(part=snippet,statistics)"
YouTube,"제주도 한달살기 초보자가 하는 실수 7가지 |제주 한달살기 가기 전 필수 영상 입니다! 여행 꿀팁 전수, 한달살기 가기 전 준비해야 할 것들, 제주도 한달살기 여행 정보",꿈꾸는 전집사,2023-03-26T09:44:29Z,300834,2026-08-27T10:28:06Z,https://www.youtube.com/watch?v=ij9ssHyjH70,장기여행/한달살기,E 기대 vs 실제 / 실수·수정,YouTube Data API videos.list에서 snippet.publishedAt과 statistics.viewCount가 동시에 확인됨,"YouTube Data API videos.list(part=snippet,statistics)"
YouTube,여행 필수 아이템 + 1년치 해외여행 배낭 짐싸기 - 번외,여행용멸치 TravelAnchovy,2023-04-10T15:02:25Z,46506,2026-08-27T10:28:06Z,https://www.youtube.com/watch?v=JRFdpq1NTV4,미니멀 여행,C 숫자·기간·규모 대비,YouTube Data API videos.list에서 snippet.publishedAt과 statistics.viewCount가 동시에 확인됨,"YouTube Data API videos.list(part=snippet,statistics)"
YouTube,신혼부부가 적금깨서 가는 전설의 신혼 여행지 (혼자 간 노홍철),노홍철,2025-03-13T09:15:04Z,755318,2026-08-27T10:28:06Z,https://www.youtube.com/watch?v=dQdzo2irvmg,부부 여행,F 관계의 마찰·합의,YouTube Data API videos.list에서 snippet.publishedAt과 statistics.viewCount가 동시에 확인됨,"YouTube Data API videos.list(part=snippet,statistics)"
YouTube,유럽유행 준비물 잘산템 7가지 추천!! 이거 꼭 챙겨가세요 #유럽여행 #유럽소매치기 #신혼여행,팡팡쀼 PangPangCouple,2024-11-01T11:20:38Z,526191,2026-08-27T10:28:06Z,https://www.youtube.com/watch?v=pX80RJjglmg,신혼여행,A 선택 + 제약,YouTube Data API videos.list에서 snippet.publishedAt과 statistics.viewCount가 동시에 확인됨,"YouTube Data API videos.list(part=snippet,statistics)"
YouTube,여행을 색다르게 기록하는 방법..? #shorts,쥬니홈,2025-09-24T09:50:01Z,463296,2026-08-27T10:28:06Z,https://www.youtube.com/watch?v=5ibkK4Akc7Q,여행 기록,H 기록 방식 / 남긴 것,YouTube Data API videos.list에서 snippet.publishedAt과 statistics.viewCount가 동시에 확인됨,"YouTube Data API videos.list(part=snippet,statistics)"
YouTube,유럽여행! 쓰레기로 여행 짐싸기,오늘무해프라우허,2025-08-27T11:21:58Z,2426222,2026-08-27T10:28:06Z,https://www.youtube.com/watch?v=vbTPSs0g6u4,여행 준비/짐,J 특정 상황의 실행 팁,YouTube Data API videos.list에서 snippet.publishedAt과 statistics.viewCount가 동시에 확인됨,"YouTube Data API videos.list(part=snippet,statistics)"
YouTube,한국인이 해외여행 갈 때 자주 하는 실수 TOP5,짤컷,2024-06-06T09:00:17Z,4695183,2026-08-27T10:28:06Z,https://www.youtube.com/watch?v=OSEhS3bk5b0,여행 후기/장면,E 기대 vs 실제 / 실수·수정,YouTube Data API videos.list에서 snippet.publishedAt과 statistics.viewCount가 동시에 확인됨,"YouTube Data API videos.list(part=snippet,statistics)"
YouTube,한달 30만원이면 살 수 있는 한달살기 천국 치앙마이 근황,박엥겍 ParkEngKeck,2026-03-14T01:15:00Z,249078,2026-08-27T10:28:06Z,https://www.youtube.com/watch?v=GDBdxbC6crc,장기여행/한달살기,G 현지의 비관광 장면,YouTube Data API videos.list에서 snippet.publishedAt과 statistics.viewCount가 동시에 확인됨,"YouTube Data API videos.list(part=snippet,statistics)"
YouTube,방콕 8박9일 위탁수하물 없이 가능해? | 항공비 16만9천원 개꿀💰 #방콕여행 #기내용캐리어 #짐싸기 #shorts,미션리플레이,2024-06-28T06:54:15Z,41617,2026-08-27T10:28:06Z,https://www.youtube.com/watch?v=KFpoMQAU1cY,미니멀 여행,D 비용·짐·동선 절감,YouTube Data API videos.list에서 snippet.publishedAt과 statistics.viewCount가 동시에 확인됨,"YouTube Data API videos.list(part=snippet,statistics)"
YouTube,부부가 해외여행 가야하는 이유,위라클 WERACLE,2025-10-25T02:04:20Z,708726,2026-08-27T10:28:06Z,https://www.youtube.com/watch?v=VoLEyXc-USA,부부 여행,F 관계의 마찰·합의,YouTube Data API videos.list에서 snippet.publishedAt과 statistics.viewCount가 동시에 확인됨,"YouTube Data API videos.list(part=snippet,statistics)"
YouTube,금액대별 신혼여행지 추천!!,여행가족부,2023-07-12T08:25:39Z,522224,2026-08-27T10:28:06Z,https://www.youtube.com/watch?v=rwyEjJBispA,신혼여행,A 선택 + 제약,YouTube Data API videos.list에서 snippet.publishedAt과 statistics.viewCount가 동시에 확인됨,"YouTube Data API videos.list(part=snippet,statistics)"
YouTube,베트남 여행시 이거 꼭 조심하세요  #베트남여행 #나트랑여행 #나트랑 #여행 #김미푸드 #레몬 #라임 #조심 #베트남여행준비 #여행기록 #기록,김미푸드,2024-08-04T23:44:06Z,411322,2026-08-27T10:28:06Z,https://www.youtube.com/watch?v=p3OSjd01cTE,여행 기록,H 기록 방식 / 남긴 것,YouTube Data API videos.list에서 snippet.publishedAt과 statistics.viewCount가 동시에 확인됨,"YouTube Data API videos.list(part=snippet,statistics)"
YouTube,영어로 입국 심사하기- 5가지 많이 나오는 질문 및 답변👮,NehemTV,2023-03-15T11:34:01Z,2350861,2026-08-27T10:28:06Z,https://www.youtube.com/watch?v=7z-lY4CqTZc,여행 준비/짐,C 숫자·기간·규모 대비,YouTube Data API videos.list에서 snippet.publishedAt과 statistics.viewCount가 동시에 확인됨,"YouTube Data API videos.list(part=snippet,statistics)"
YouTube,전직 7년차 승무원 찐추천! 여행꿀템 3가지 ✈️ #공구예고 💛,됴미,2024-08-06T13:06:48Z,4277936,2026-08-27T10:28:06Z,https://www.youtube.com/watch?v=0GFp_yy0MBE,여행 후기/장면,A 선택 + 제약,YouTube Data API videos.list에서 snippet.publishedAt과 statistics.viewCount가 동시에 확인됨,"YouTube Data API videos.list(part=snippet,statistics)"
YouTube,"100만원이면 귀족처럼 산다는 ""태국 한달살기"" 직접 떠나봤습니다. (반전주의)",태미월드 Tami World,2026-06-21T03:00:39Z,216788,2026-08-27T10:28:06Z,https://www.youtube.com/watch?v=MTCCQGIGkqw,장기여행/한달살기,E 기대 vs 실제 / 실수·수정,YouTube Data API videos.list에서 snippet.publishedAt과 statistics.viewCount가 동시에 확인됨,"YouTube Data API videos.list(part=snippet,statistics)"
YouTube,미니멀 짐 싸기 | 최대한 실천하는 제로웨이스트 | 소비❌ 새로 사지 않고 여행 준비 어때요,망구미,2023-09-04T06:05:40Z,39754,2026-08-27T10:28:06Z,https://www.youtube.com/watch?v=V9VGYVK5xiw,미니멀 여행,A 선택 + 제약,YouTube Data API videos.list에서 snippet.publishedAt과 statistics.viewCount가 동시에 확인됨,"YouTube Data API videos.list(part=snippet,statistics)"
YouTube,뚜벅이 커플 여행할 때ㅋㅋㅋ,슈뢰딩거의고양이,2024-09-08T08:50:00Z,645407,2026-08-27T10:28:06Z,https://www.youtube.com/watch?v=ILIle82xhOA,부부 여행,F 관계의 마찰·합의,YouTube Data API videos.list에서 snippet.publishedAt과 statistics.viewCount가 동시에 확인됨,"YouTube Data API videos.list(part=snippet,statistics)"
YouTube,요즘 핫한 신혼여행지 TOP8,왕꼬네,2025-04-21T11:01:13Z,386106,2026-08-27T10:28:06Z,https://www.youtube.com/watch?v=jQRy_XcFJO4,신혼여행,F 관계의 마찰·합의,YouTube Data API videos.list에서 snippet.publishedAt과 statistics.viewCount가 동시에 확인됨,"YouTube Data API videos.list(part=snippet,statistics)"
YouTube,10초만에 일본여행 기록하는 법☁️,수마일_soomile,2025-09-10T09:15:03Z,409270,2026-08-27T10:28:06Z,https://www.youtube.com/watch?v=I7r8GSKhoUk,여행 기록,H 기록 방식 / 남긴 것,YouTube Data API videos.list에서 snippet.publishedAt과 statistics.viewCount가 동시에 확인됨,"YouTube Data API videos.list(part=snippet,statistics)"
YouTube,공항에서 일반석을 비즈니스석으로 바꾸는 꿀팁 #shorts,YTN 사이언스,2022-08-11T07:00:31Z,2291996,2026-08-27T10:28:06Z,https://www.youtube.com/watch?v=shbIiQ2u9Ro,여행 준비/짐,C 숫자·기간·규모 대비,YouTube Data API videos.list에서 snippet.publishedAt과 statistics.viewCount가 동시에 확인됨,"YouTube Data API videos.list(part=snippet,statistics)"
YouTube,짐 없이 카드 한장 들고 해외여행 가보기✈️,독고독채널,2025-05-06T13:01:46Z,4134274,2026-08-27T10:28:06Z,https://www.youtube.com/watch?v=tuMYpekreCU,여행 후기/장면,D 비용·짐·동선 절감,YouTube Data API videos.list에서 snippet.publishedAt과 statistics.viewCount가 동시에 확인됨,"YouTube Data API videos.list(part=snippet,statistics)"
YouTube,"""11년간 4억 탕진"" 태국에 집 한채 날려가며 깨달은 한달살기 주의사항 5가지 - 태국 세계여행 [206]",방스 BangkokStory,2024-09-12T09:00:52Z,193678,2026-08-27T10:28:06Z,https://www.youtube.com/watch?v=GraDJE7_zD4,장기여행/한달살기,E 기대 vs 실제 / 실수·수정,YouTube Data API videos.list에서 snippet.publishedAt과 statistics.viewCount가 동시에 확인됨,"YouTube Data API videos.list(part=snippet,statistics)"
YouTube,🇮🇳EP.14 가방 7kg지만 드라이기랑 멀티탭까지 들고다니는 나 어떤데..? 미니멀리스트가 되고 싶은 나 인도여행 준비물,"세나, 집순이의 세계여행 SENA",2023-08-02T10:09:52Z,31915,2026-08-27T10:28:06Z,https://www.youtube.com/watch?v=XSdAEc_3otc,미니멀 여행,C 숫자·기간·규모 대비,YouTube Data API videos.list에서 snippet.publishedAt과 statistics.viewCount가 동시에 확인됨,"YouTube Data API videos.list(part=snippet,statistics)"
YouTube,커플이 여행가서 추억 남기는 방법ㅋㅋ🇹🇭,푸들커플,2025-09-05T10:05:49Z,604059,2026-08-27T10:28:06Z,https://www.youtube.com/watch?v=mrB03JzhE7Y,부부 여행,F 관계의 마찰·합의,YouTube Data API videos.list에서 snippet.publishedAt과 statistics.viewCount가 동시에 확인됨,"YouTube Data API videos.list(part=snippet,statistics)"
YouTube,"유럽 신혼여행, 너.. 금액이 어떻게 되니?? | 유럽 신혼여행 예산대 별 가이드 | 저렴하게 유럽 신행 가는 법?",허니문리조트,2026-02-23T09:00:01Z,244548,2026-08-27T10:28:06Z,https://www.youtube.com/watch?v=-Hp4bc4wj-k,신혼여행,F 관계의 마찰·합의,YouTube Data API videos.list에서 snippet.publishedAt과 statistics.viewCount가 동시에 확인됨,"YouTube Data API videos.list(part=snippet,statistics)"
YouTube,[Vlog] 정원의 아이슬란드 여행 브이로그❄️ - ENHYPEN (엔하이픈),ENHYPEN,2026-04-30T14:00:02Z,370432,2026-08-27T10:28:06Z,https://www.youtube.com/watch?v=E542JignpiE,여행 기록,H 기록 방식 / 남긴 것,YouTube Data API videos.list에서 snippet.publishedAt과 statistics.viewCount가 동시에 확인됨,"YouTube Data API videos.list(part=snippet,statistics)"
YouTube,오늘은 빠르게 2박 3일 여행 ❤️ 프로필 클릭 후에 링크에 들어가시면 구매하실 수 있어요! #가방 #백팩 #여행 #출장,벡스 | 대한민국 대표 진공백팩,2025-09-01T03:05:13Z,2119696,2026-08-27T10:28:06Z,https://www.youtube.com/watch?v=jetEwPCEpnE,여행 준비/짐,C 숫자·기간·규모 대비,YouTube Data API videos.list에서 snippet.publishedAt과 statistics.viewCount가 동시에 확인됨,"YouTube Data API videos.list(part=snippet,statistics)"
YouTube,호주여행 갈 때 절대 가지고가면 안 되는 것,요조 yozo_haus,2024-10-28T13:01:11Z,2852158,2026-08-27T10:28:06Z,https://www.youtube.com/watch?v=teIBCt0LNmo,여행 후기/장면,C 숫자·기간·규모 대비,YouTube Data API videos.list에서 snippet.publishedAt과 statistics.viewCount가 동시에 확인됨,"YouTube Data API videos.list(part=snippet,statistics)"
YouTube,여자 혼자 발리 한달살기 총 비용은? 👩🏻‍💻,예프리 Yefree,2024-10-12T12:56:14Z,135377,2026-08-27T10:28:06Z,https://www.youtube.com/watch?v=8F6X1i9J4Uw,장기여행/한달살기,G 현지의 비관광 장면,YouTube Data API videos.list에서 snippet.publishedAt과 statistics.viewCount가 동시에 확인됨,"YouTube Data API videos.list(part=snippet,statistics)"
YouTube,백팩 하나로 미니멀하게 여행 짐싸기,세라,2025-03-10T12:41:30Z,31037,2026-08-27T10:28:06Z,https://www.youtube.com/watch?v=g0FgJEvhKZ8,미니멀 여행,J 특정 상황의 실행 팁,YouTube Data API videos.list에서 snippet.publishedAt과 statistics.viewCount가 동시에 확인됨,"YouTube Data API videos.list(part=snippet,statistics)"
YouTube,730일간의 76개국 부부 세계여행 ㅣ 30대 부부의 세계여행 총정리,마들로바 Madloba,2023-09-20T09:02:00Z,557659,2026-08-27T10:28:06Z,https://www.youtube.com/watch?v=f2TamTDRXPw,부부 여행,F 관계의 마찰·합의,YouTube Data API videos.list에서 snippet.publishedAt과 statistics.viewCount가 동시에 확인됨,"YouTube Data API videos.list(part=snippet,statistics)"
YouTube,몰디브 총 경비💸 어떤가요? 예상보다 비쌌는지 댓글로 알려주세요! #몰디브 #몰디브신혼여행 #몰디브허니문 #몰디브예산 #몰디브경비 #몰디브비용 #몰디브총예산 #maldives,쭈라다이스,2025-04-20T05:54:14Z,175733,2026-08-27T10:28:06Z,https://www.youtube.com/watch?v=oPjuhgdMGCY,신혼여행,F 관계의 마찰·합의,YouTube Data API videos.list에서 snippet.publishedAt과 statistics.viewCount가 동시에 확인됨,"YouTube Data API videos.list(part=snippet,statistics)"
YouTube,악명높은 미국 입국심사도 프리패스 하는 꿀팁💛 #입국심사 #입국 #미국 #미국여행 #미국여행브이로그 #뉴욕 #뉴욕여행 #la여행 #샌프란시스코여행 #라스베가스여행,렛츠고헤이즐,2024-03-07T10:41:49Z,317034,2026-08-27T10:28:06Z,https://www.youtube.com/watch?v=RfgtEJuzusQ,여행 기록,H 기록 방식 / 남긴 것,YouTube Data API videos.list에서 snippet.publishedAt과 statistics.viewCount가 동시에 확인됨,"YouTube Data API videos.list(part=snippet,statistics)"
YouTube,앞으로 공항가기 전에 이 4가지 꼭 확인하세요!,자유로운이안 freeiaan,2025-02-27T09:01:03Z,2005345,2026-08-27T10:28:06Z,https://www.youtube.com/watch?v=tsucmJojZGg,여행 준비/짐,C 숫자·기간·규모 대비,YouTube Data API videos.list에서 snippet.publishedAt과 statistics.viewCount가 동시에 확인됨,"YouTube Data API videos.list(part=snippet,statistics)"
YouTube,실망스러운 다낭여행,테디여행기 TeddyTravelogue,2023-05-04T09:00:31Z,2788137,2026-08-27T10:28:06Z,https://www.youtube.com/watch?v=YalrZ-oNCgc,여행 후기/장면,J 특정 상황의 실행 팁,YouTube Data API videos.list에서 snippet.publishedAt과 statistics.viewCount가 동시에 확인됨,"YouTube Data API videos.list(part=snippet,statistics)"
YouTube,동남아 한달살기 현실적으로 얼마나 필요할까?,주말남,2026-04-08T11:37:45Z,94730,2026-08-27T10:28:06Z,https://www.youtube.com/watch?v=fhbpMo4NFEo,장기여행/한달살기,E 기대 vs 실제 / 실수·수정,YouTube Data API videos.list에서 snippet.publishedAt과 statistics.viewCount가 동시에 확인됨,"YouTube Data API videos.list(part=snippet,statistics)"
YouTube,"해외여행 누가 백팩 들고 감? 그게 바로 나에요..🎒2박3일 짐 줄여주는 아이템 대방출!! NO광고❌,내돈내산 (일본,후쿠오카)",이서 LEESEO,2025-12-24T09:00:18Z,29285,2026-08-27T10:28:06Z,https://www.youtube.com/watch?v=Ar6opwO2JmY,미니멀 여행,D 비용·짐·동선 절감,YouTube Data API videos.list에서 snippet.publishedAt과 statistics.viewCount가 동시에 확인됨,"YouTube Data API videos.list(part=snippet,statistics)"
YouTube,커플여행 다신 안 가,루키치,2024-11-24T03:15:05Z,552001,2026-08-27T10:28:06Z,https://www.youtube.com/watch?v=mBaVc9pakBA,부부 여행,F 관계의 마찰·합의,YouTube Data API videos.list에서 snippet.publishedAt과 statistics.viewCount가 동시에 확인됨,"YouTube Data API videos.list(part=snippet,statistics)"
YouTube,유럽 신혼여행 생각중인가요?,해피씨쀼 | 아내바라기 남편의 부부 재테크,2025-07-04T09:33:12Z,170210,2026-08-27T10:28:06Z,https://www.youtube.com/watch?v=FcMidOLidcg,신혼여행,F 관계의 마찰·합의,YouTube Data API videos.list에서 snippet.publishedAt과 statistics.viewCount가 동시에 확인됨,"YouTube Data API videos.list(part=snippet,statistics)"
YouTube,"나혼자 상하이🥠이대로 딱! 풀코스 상하이 여행 브이로그(야경스팟,숙소,여행준비,어플,맛집, 관광 꽉꽉) 상하이1",sookoh 수코,2026-06-02T09:10:47Z,316751,2026-08-27T10:28:06Z,https://www.youtube.com/watch?v=w3zbNGCOYu0,여행 기록,H 기록 방식 / 남긴 것,YouTube Data API videos.list에서 snippet.publishedAt과 statistics.viewCount가 동시에 확인됨,"YouTube Data API videos.list(part=snippet,statistics)"
YouTube,#아이셋 삼남매엄마가 여행 짐싸는 법#packing,단단홈,2025-08-12T01:06:27Z,1990601,2026-08-27T10:28:06Z,https://www.youtube.com/watch?v=ACSATZt7MyE,여행 준비/짐,J 특정 상황의 실행 팁,YouTube Data API videos.list에서 snippet.publishedAt과 statistics.viewCount가 동시에 확인됨,"YouTube Data API videos.list(part=snippet,statistics)"
YouTube,항공권을 가장 저렴하게 구매하는 비법,짤컷,2023-06-18T09:00:13Z,2780187,2026-08-27T10:28:06Z,https://www.youtube.com/watch?v=NtaY4F6I1rE,여행 후기/장면,J 특정 상황의 실행 팁,YouTube Data API videos.list에서 snippet.publishedAt과 statistics.viewCount가 동시에 확인됨,"YouTube Data API videos.list(part=snippet,statistics)"
YouTube,🇹🇭 현실적인 치앙마이 한달살기 비용 정리,주홍순,2025-01-26T11:27:00Z,86347,2026-08-27T10:28:06Z,https://www.youtube.com/watch?v=MxABF_f9JSw,장기여행/한달살기,E 기대 vs 실제 / 실수·수정,YouTube Data API videos.list에서 snippet.publishedAt과 statistics.viewCount가 동시에 확인됨,"YouTube Data API videos.list(part=snippet,statistics)"
YouTube,"세계여행자가 추천하는 백패킹, 배낭여행 추천 준비물!",하이커제리,2025-02-23T12:40:20Z,21544,2026-08-27T10:28:06Z,https://www.youtube.com/watch?v=Lw_i1OMC8oY,미니멀 여행,A 선택 + 제약,YouTube Data API videos.list에서 snippet.publishedAt과 statistics.viewCount가 동시에 확인됨,"YouTube Data API videos.list(part=snippet,statistics)"
YouTube,'커플들의 꿈의 여행지'라던데... 진짜 좋을까요? | 멕시코 칸쿤 솔직 리뷰,또 떠나는 남자 ddoddunam,2026-02-22T08:11:31Z,321554,2026-08-27T10:28:06Z,https://www.youtube.com/watch?v=i9Vw31_laXk,부부 여행,F 관계의 마찰·합의,YouTube Data API videos.list에서 snippet.publishedAt과 statistics.viewCount가 동시에 확인됨,"YouTube Data API videos.list(part=snippet,statistics)"
YouTube,노홍철이 새해를 맞아 세계 최고의 신혼여행지를 찾아간 이유는? (3대 명소),노홍철,2026-01-29T09:15:07Z,169376,2026-08-27T10:28:06Z,https://www.youtube.com/watch?v=_C-v7p72PIc,신혼여행,F 관계의 마찰·합의,YouTube Data API videos.list에서 snippet.publishedAt과 statistics.viewCount가 동시에 확인됨,"YouTube Data API videos.list(part=snippet,statistics)"
YouTube,"여행짐싸기 브이로그, 짐줄이는 꿀팁🧳",POEY,2023-10-18T07:14:17Z,308184,2026-08-27T10:28:06Z,https://www.youtube.com/watch?v=08LlONTtLVM,여행 기록,D 비용·짐·동선 절감,YouTube Data API videos.list에서 snippet.publishedAt과 statistics.viewCount가 동시에 확인됨,"YouTube Data API videos.list(part=snippet,statistics)"
YouTube,쓸모없는 해외여행 준비물 1위,김블루,2025-04-01T03:00:41Z,1854127,2026-08-27T10:28:06Z,https://www.youtube.com/watch?v=ZW0RvwxlnzI,여행 준비/짐,C 숫자·기간·규모 대비,YouTube Data API videos.list에서 snippet.publishedAt과 statistics.viewCount가 동시에 확인됨,"YouTube Data API videos.list(part=snippet,statistics)"
YouTube,일본 여행 시 놀라는 이유🙄😯#shorts#일본#일본여행,스과장,2023-01-24T06:14:00Z,2736302,2026-08-27T10:28:06Z,https://www.youtube.com/watch?v=GEPoZzvt5Vk,여행 후기/장면,C 숫자·기간·규모 대비,YouTube Data API videos.list에서 snippet.publishedAt과 statistics.viewCount가 동시에 확인됨,"YouTube Data API videos.list(part=snippet,statistics)"
YouTube,🇹🇭치앙마이 한달살기 입문자를 위한 모든 것 (비용·숙소·지역·준비·단점),난나의 한달일기 Nanna,2025-09-23T02:30:22Z,75824,2026-08-27T10:28:06Z,https://www.youtube.com/watch?v=UGgNI-uMYz4,장기여행/한달살기,E 기대 vs 실제 / 실수·수정,YouTube Data API videos.list에서 snippet.publishedAt과 statistics.viewCount가 동시에 확인됨,"YouTube Data API videos.list(part=snippet,statistics)"
YouTube,"멕시코 배낭여행 준비, 위탁X 기내가방 2개로 짐싸기 | 중남미 배낭여행 가방 추천 | 짐 똑똑하게 싸는 법",미국신혼일기,2024-09-21T06:51:10Z,21421,2026-08-27T10:28:06Z,https://www.youtube.com/watch?v=UvNBvz-2I48,미니멀 여행,A 선택 + 제약,YouTube Data API videos.list에서 snippet.publishedAt과 statistics.viewCount가 동시에 확인됨,"YouTube Data API videos.list(part=snippet,statistics)"
